pdb_id	file	total_sasa_A2
2v4z	/home/op98/protein_design/dataset/PP/PP2/2v4z.ent.pdb	20395.43
2v51	/home/op98/protein_design/dataset/PP/PP2/2v51.ent.pdb	32246.37
2v52	/home/op98/protein_design/dataset/PP/PP2/2v52.ent.pdb	17256.31
2v5q	/home/op98/protein_design/dataset/PP/PP2/2v5q.ent.pdb	36523.51
2v6x	/home/op98/protein_design/dataset/PP/PP2/2v6x.ent.pdb	8404.92
2v8s	/home/op98/protein_design/dataset/PP/PP2/2v8s.ent.pdb	13823.24
2v9t	/home/op98/protein_design/dataset/PP/PP2/2v9t.ent.pdb	15686.21
2vay	/home/op98/protein_design/dataset/PP/PP2/2vay.ent.pdb	8958.75
2vdb	/home/op98/protein_design/dataset/PP/PP2/2vdb.ent.pdb	31761.10
2ve7	/home/op98/protein_design/dataset/PP/PP2/2ve7.ent.pdb	58264.14
2ver	/home/op98/protein_design/dataset/PP/PP2/2ver.ent.pdb	12124.37
2vfx	/home/op98/protein_design/dataset/PP/PP2/2vfx.ent.pdb	132798.28
2vir	/home/op98/protein_design/dataset/PP/PP2/2vir.ent.pdb	30305.37
2vis	/home/op98/protein_design/dataset/PP/PP2/2vis.ent.pdb	30201.48
2vlj	/home/op98/protein_design/dataset/PP/PP2/2vlj.ent.pdb	39269.26
2vln	/home/op98/protein_design/dataset/PP/PP2/2vln.ent.pdb	11367.53
2vlo	/home/op98/protein_design/dataset/PP/PP2/2vlo.ent.pdb	12245.83
2vlp	/home/op98/protein_design/dataset/PP/PP2/2vlp.ent.pdb	11397.30
2vlq	/home/op98/protein_design/dataset/PP/PP2/2vlq.ent.pdb	11466.86
2vlr	/home/op98/protein_design/dataset/PP/PP2/2vlr.ent.pdb	80016.92
2vof	/home/op98/protein_design/dataset/PP/PP2/2vof.ent.pdb	16253.63
2vog	/home/op98/protein_design/dataset/PP/PP2/2vog.ent.pdb	8647.25
2voh	/home/op98/protein_design/dataset/PP/PP2/2voh.ent.pdb	9515.69
2voi	/home/op98/protein_design/dataset/PP/PP2/2voi.ent.pdb	9227.97
2vsm	/home/op98/protein_design/dataset/PP/PP2/2vsm.ent.pdb	23291.60
2vwe	/home/op98/protein_design/dataset/PP/PP2/2vwe.ent.pdb	49296.47
2vxq	/home/op98/protein_design/dataset/PP/PP2/2vxq.ent.pdb	22991.79
2vxs	/home/op98/protein_design/dataset/PP/PP2/2vxs.ent.pdb	93335.25
2vxt	/home/op98/protein_design/dataset/PP/PP2/2vxt.ent.pdb	26318.43
2vyr	/home/op98/protein_design/dataset/PP/PP2/2vyr.ent.pdb	61256.44
2w19	/home/op98/protein_design/dataset/PP/PP2/2w19.ent.pdb	41812.68
2w2m	/home/op98/protein_design/dataset/PP/PP2/2w2m.ent.pdb	18477.50
2w2n	/home/op98/protein_design/dataset/PP/PP2/2w2n.ent.pdb	18427.37
2w2x	/home/op98/protein_design/dataset/PP/PP2/2w2x.ent.pdb	27538.50
2w80	/home/op98/protein_design/dataset/PP/PP2/2w80.ent.pdb	69311.92
2w81	/home/op98/protein_design/dataset/PP/PP2/2w81.ent.pdb	49076.83
2w83	/home/op98/protein_design/dataset/PP/PP2/2w83.ent.pdb	30368.12
2w84	/home/op98/protein_design/dataset/PP/PP2/2w84.ent.pdb	6424.27
2w8b	/home/op98/protein_design/dataset/PP/PP2/2w8b.ent.pdb	80540.28
2w9e	/home/op98/protein_design/dataset/PP/PP2/2w9e.ent.pdb	24261.27
2wbj	/home/op98/protein_design/dataset/PP/PP2/2wbj.ent.pdb	77296.22
2wby	/home/op98/protein_design/dataset/PP/PP2/2wby.ent.pdb	77384.89
2wd5	/home/op98/protein_design/dataset/PP/PP2/2wd5.ent.pdb	19343.95
2wel	/home/op98/protein_design/dataset/PP/PP2/2wel.ent.pdb	24338.62
2wfx	/home/op98/protein_design/dataset/PP/PP2/2wfx.ent.pdb	26893.10
2wg3	/home/op98/protein_design/dataset/PP/PP2/2wg3.ent.pdb	51889.05
2wg4	/home/op98/protein_design/dataset/PP/PP2/2wg4.ent.pdb	27080.42
2wh6	/home/op98/protein_design/dataset/PP/PP2/2wh6.ent.pdb	8867.03
2wii	/home/op98/protein_design/dataset/PP/PP2/2wii.ent.pdb	81695.61
2wjv	/home/op98/protein_design/dataset/PP/PP2/2wjv.ent.pdb	78919.12
2wo2	/home/op98/protein_design/dataset/PP/PP2/2wo2.ent.pdb	15874.81
2wo3	/home/op98/protein_design/dataset/PP/PP2/2wo3.ent.pdb	16061.47
2wp0	/home/op98/protein_design/dataset/PP/PP2/2wp0.ent.pdb	26893.12
2wp3	/home/op98/protein_design/dataset/PP/PP2/2wp3.ent.pdb	10020.17
2wpt	/home/op98/protein_design/dataset/PP/PP2/2wpt.ent.pdb	10225.09
2wqz	/home/op98/protein_design/dataset/PP/PP2/2wqz.ent.pdb	60579.91
2wss	/home/op98/protein_design/dataset/PP/PP2/2wss.ent.pdb	282633.62
2wub	/home/op98/protein_design/dataset/PP/PP2/2wub.ent.pdb	56825.55
2wuc	/home/op98/protein_design/dataset/PP/PP2/2wuc.ent.pdb	28787.43
2wus	/home/op98/protein_design/dataset/PP/PP2/2wus.ent.pdb	39601.65
2wvw	/home/op98/protein_design/dataset/PP/PP2/2wvw.ent.pdb	187633.87
2wwk	/home/op98/protein_design/dataset/PP/PP2/2wwk.ent.pdb	10808.08
2wwx	/home/op98/protein_design/dataset/PP/PP2/2wwx.ent.pdb	17353.15
2wx0	/home/op98/protein_design/dataset/PP/PP2/2wx0.ent.pdb	18565.85
2wy3	/home/op98/protein_design/dataset/PP/PP2/2wy3.ent.pdb	30777.25
2wy8	/home/op98/protein_design/dataset/PP/PP2/2wy8.ent.pdb	15835.28
2x1w	/home/op98/protein_design/dataset/PP/PP2/2x1w.ent.pdb	59039.33
2x1x	/home/op98/protein_design/dataset/PP/PP2/2x1x.ent.pdb	18119.10
2x2d	/home/op98/protein_design/dataset/PP/PP2/2x2d.ent.pdb	29702.84
2x89	/home/op98/protein_design/dataset/PP/PP2/2x89.ent.pdb	37429.75
2x9a	/home/op98/protein_design/dataset/PP/PP2/2x9a.ent.pdb	13557.04
2xa0	/home/op98/protein_design/dataset/PP/PP2/2xa0.ent.pdb	15922.04
2xb6	/home/op98/protein_design/dataset/PP/PP2/2xb6.ent.pdb	56814.63
2xbb	/home/op98/protein_design/dataset/PP/PP2/2xbb.ent.pdb	45652.39
2xdf	/home/op98/protein_design/dataset/PP/PP2/2xdf.ent.pdb	66954.45
2xgy	/home/op98/protein_design/dataset/PP/PP2/2xgy.ent.pdb	13377.62
2xhe	/home/op98/protein_design/dataset/PP/PP2/2xhe.ent.pdb	37702.39
2xns	/home/op98/protein_design/dataset/PP/PP2/2xns.ent.pdb	33856.81
2xpx	/home/op98/protein_design/dataset/PP/PP2/2xpx.ent.pdb	8981.72
2xqb	/home/op98/protein_design/dataset/PP/PP2/2xqb.ent.pdb	23560.26
2xqr	/home/op98/protein_design/dataset/PP/PP2/2xqr.ent.pdb	159602.14
2xqw	/home/op98/protein_design/dataset/PP/PP2/2xqw.ent.pdb	29680.73
2xra	/home/op98/protein_design/dataset/PP/PP2/2xra.ent.pdb	29846.11
2xtj	/home/op98/protein_design/dataset/PP/PP2/2xtj.ent.pdb	34430.77
2xtt	/home/op98/protein_design/dataset/PP/PP2/2xtt.ent.pdb	10507.88
2xzd	/home/op98/protein_design/dataset/PP/PP2/2xzd.ent.pdb	29028.97
2xze	/home/op98/protein_design/dataset/PP/PP2/2xze.ent.pdb	19288.75
2y0b	/home/op98/protein_design/dataset/PP/PP2/2y0b.ent.pdb	28723.88
2y48	/home/op98/protein_design/dataset/PP/PP2/2y48.ent.pdb	39431.45
2y5b	/home/op98/protein_design/dataset/PP/PP2/2y5b.ent.pdb	42796.15
2y6t	/home/op98/protein_design/dataset/PP/PP2/2y6t.ent.pdb	66204.19
2y8s	/home/op98/protein_design/dataset/PP/PP2/2y8s.ent.pdb	36654.29
2y8t	/home/op98/protein_design/dataset/PP/PP2/2y8t.ent.pdb	36420.75
2y9m	/home/op98/protein_design/dataset/PP/PP2/2y9m.ent.pdb	14375.77
2ybr	/home/op98/protein_design/dataset/PP/PP2/2ybr.ent.pdb	39977.70
2ygg	/home/op98/protein_design/dataset/PP/PP2/2ygg.ent.pdb	14858.39
2yj1	/home/op98/protein_design/dataset/PP/PP2/2yj1.ent.pdb	14997.43
2ypl	/home/op98/protein_design/dataset/PP/PP2/2ypl.ent.pdb	39960.65
2ypv	/home/op98/protein_design/dataset/PP/PP2/2ypv.ent.pdb	29041.54
2yq7	/home/op98/protein_design/dataset/PP/PP2/2yq7.ent.pdb	9761.51
2yvj	/home/op98/protein_design/dataset/PP/PP2/2yvj.ent.pdb	38633.91
2z34	/home/op98/protein_design/dataset/PP/PP2/2z34.ent.pdb	18788.45
2z3q	/home/op98/protein_design/dataset/PP/PP2/2z3q.ent.pdb	21499.94
2z3r	/home/op98/protein_design/dataset/PP/PP2/2z3r.ent.pdb	77175.89
2z58	/home/op98/protein_design/dataset/PP/PP2/2z58.ent.pdb	13869.17
2z7f	/home/op98/protein_design/dataset/PP/PP2/2z7f.ent.pdb	12653.83
2z8v	/home/op98/protein_design/dataset/PP/PP2/2z8v.ent.pdb	40676.39
2z8w	/home/op98/protein_design/dataset/PP/PP2/2z8w.ent.pdb	40803.57
2za4	/home/op98/protein_design/dataset/PP/PP2/2za4.ent.pdb	19210.23
2zvk	/home/op98/protein_design/dataset/PP/PP2/2zvk.ent.pdb	35845.09
2zvn	/home/op98/protein_design/dataset/PP/PP2/2zvn.ent.pdb	51497.29
2zvo	/home/op98/protein_design/dataset/PP/PP2/2zvo.ent.pdb	27682.26
2zxx	/home/op98/protein_design/dataset/PP/PP2/2zxx.ent.pdb	41280.30
3a4s	/home/op98/protein_design/dataset/PP/PP2/3a4s.ent.pdb	24537.18
3a67	/home/op98/protein_design/dataset/PP/PP2/3a67.ent.pdb	15040.69
3a6b	/home/op98/protein_design/dataset/PP/PP2/3a6b.ent.pdb	15121.78
3a6c	/home/op98/protein_design/dataset/PP/PP2/3a6c.ent.pdb	15079.72
3aa0	/home/op98/protein_design/dataset/PP/PP2/3aa0.ent.pdb	23870.92
3aa6	/home/op98/protein_design/dataset/PP/PP2/3aa6.ent.pdb	23744.38
3aaa	/home/op98/protein_design/dataset/PP/PP2/3aaa.ent.pdb	29569.36
3ajb	/home/op98/protein_design/dataset/PP/PP2/3ajb.ent.pdb	15053.30
3alz	/home/op98/protein_design/dataset/PP/PP2/3alz.ent.pdb	25320.98
3aon	/home/op98/protein_design/dataset/PP/PP2/3aon.ent.pdb	15897.71
3au4	/home/op98/protein_design/dataset/PP/PP2/3au4.ent.pdb	28982.13
3ay4	/home/op98/protein_design/dataset/PP/PP2/3ay4.ent.pdb	30237.42
3b08	/home/op98/protein_design/dataset/PP/PP2/3b08.ent.pdb	40964.83
3b23	/home/op98/protein_design/dataset/PP/PP2/3b23.ent.pdb	14473.63
3b2u	/home/op98/protein_design/dataset/PP/PP2/3b2u.ent.pdb	214276.23
3b2v	/home/op98/protein_design/dataset/PP/PP2/3b2v.ent.pdb	39205.06
3b4v	/home/op98/protein_design/dataset/PP/PP2/3b4v.ent.pdb	64409.09
3b9f	/home/op98/protein_design/dataset/PP/PP2/3b9f.ent.pdb	28105.46
3bdy	/home/op98/protein_design/dataset/PP/PP2/3bdy.ent.pdb	26302.35
3beg	/home/op98/protein_design/dataset/PP/PP2/3beg.ent.pdb	21525.08
3bg4	/home/op98/protein_design/dataset/PP/PP2/3bg4.ent.pdb	12595.47
3bgf	/home/op98/protein_design/dataset/PP/PP2/3bgf.ent.pdb	55667.21
3bh6	/home/op98/protein_design/dataset/PP/PP2/3bh6.ent.pdb	20866.21
3bik	/home/op98/protein_design/dataset/PP/PP2/3bik.ent.pdb	23529.81
3biw	/home/op98/protein_design/dataset/PP/PP2/3biw.ent.pdb	108936.16
3bk3	/home/op98/protein_design/dataset/PP/PP2/3bk3.ent.pdb	19975.18
3bky	/home/op98/protein_design/dataset/PP/PP2/3bky.ent.pdb	20780.43
3blh	/home/op98/protein_design/dataset/PP/PP2/3blh.ent.pdb	27502.85
3bn3	/home/op98/protein_design/dataset/PP/PP2/3bn3.ent.pdb	19353.40
3bow	/home/op98/protein_design/dataset/PP/PP2/3bow.ent.pdb	40255.23
3bp8	/home/op98/protein_design/dataset/PP/PP2/3bp8.ent.pdb	40401.73
3bpl	/home/op98/protein_design/dataset/PP/PP2/3bpl.ent.pdb	27220.91
3bpn	/home/op98/protein_design/dataset/PP/PP2/3bpn.ent.pdb	32144.58
3bpo	/home/op98/protein_design/dataset/PP/PP2/3bpo.ent.pdb	29998.24
3brt	/home/op98/protein_design/dataset/PP/PP2/3brt.ent.pdb	12459.88
3brv	/home/op98/protein_design/dataset/PP/PP2/3brv.ent.pdb	12147.24
3bs5	/home/op98/protein_design/dataset/PP/PP2/3bs5.ent.pdb	9580.15
3bx1	/home/op98/protein_design/dataset/PP/PP2/3bx1.ent.pdb	31621.52
3bzd	/home/op98/protein_design/dataset/PP/PP2/3bzd.ent.pdb	16362.83
3c09	/home/op98/protein_design/dataset/PP/PP2/3c09.ent.pdb	50322.55
3c4m	/home/op98/protein_design/dataset/PP/PP2/3c4m.ent.pdb	42388.33
3c4o	/home/op98/protein_design/dataset/PP/PP2/3c4o.ent.pdb	16904.17
3c4p	/home/op98/protein_design/dataset/PP/PP2/3c4p.ent.pdb	16968.40
3c59	/home/op98/protein_design/dataset/PP/PP2/3c59.ent.pdb	8419.54
3c5t	/home/op98/protein_design/dataset/PP/PP2/3c5t.ent.pdb	8661.85
3c66	/home/op98/protein_design/dataset/PP/PP2/3c66.ent.pdb	51032.73
3c8k	/home/op98/protein_design/dataset/PP/PP2/3c8k.ent.pdb	25493.30
3c9a	/home/op98/protein_design/dataset/PP/PP2/3c9a.ent.pdb	26873.65
3ch5	/home/op98/protein_design/dataset/PP/PP2/3ch5.ent.pdb	11816.00
3chw	/home/op98/protein_design/dataset/PP/PP2/3chw.ent.pdb	21924.19
3cqc	/home/op98/protein_design/dataset/PP/PP2/3cqc.ent.pdb	24490.40
3cqg	/home/op98/protein_design/dataset/PP/PP2/3cqg.ent.pdb	22438.98
3cqx	/home/op98/protein_design/dataset/PP/PP2/3cqx.ent.pdb	41568.64
3crk	/home/op98/protein_design/dataset/PP/PP2/3crk.ent.pdb	40813.00
3cx6	/home/op98/protein_design/dataset/PP/PP2/3cx6.ent.pdb	23979.48
3cx7	/home/op98/protein_design/dataset/PP/PP2/3cx7.ent.pdb	24326.92
3cx8	/home/op98/protein_design/dataset/PP/PP2/3cx8.ent.pdb	24553.70
3d1m	/home/op98/protein_design/dataset/PP/PP2/3d1m.ent.pdb	21978.67
3d2u	/home/op98/protein_design/dataset/PP/PP2/3d2u.ent.pdb	52549.90
3d39	/home/op98/protein_design/dataset/PP/PP2/3d39.ent.pdb	39307.58
3d3v	/home/op98/protein_design/dataset/PP/PP2/3d3v.ent.pdb	39638.55
3d5o	/home/op98/protein_design/dataset/PP/PP2/3d5o.ent.pdb	48676.20
3d5r	/home/op98/protein_design/dataset/PP/PP2/3d5r.ent.pdb	29393.92
3d5s	/home/op98/protein_design/dataset/PP/PP2/3d5s.ent.pdb	29572.34
3d7t	/home/op98/protein_design/dataset/PP/PP2/3d7t.ent.pdb	25912.20
3d7u	/home/op98/protein_design/dataset/PP/PP2/3d7u.ent.pdb	50225.31
3da7	/home/op98/protein_design/dataset/PP/PP2/3da7.ent.pdb	37175.24
3dbh	/home/op98/protein_design/dataset/PP/PP2/3dbh.ent.pdb	166107.05
3dbl	/home/op98/protein_design/dataset/PP/PP2/3dbl.ent.pdb	165915.55
3dbr	/home/op98/protein_design/dataset/PP/PP2/3dbr.ent.pdb	165468.80
3dco	/home/op98/protein_design/dataset/PP/PP2/3dco.ent.pdb	43015.26
3ddc	/home/op98/protein_design/dataset/PP/PP2/3ddc.ent.pdb	15457.96
3di2	/home/op98/protein_design/dataset/PP/PP2/3di2.ent.pdb	32191.81
3di3	/home/op98/protein_design/dataset/PP/PP2/3di3.ent.pdb	16745.20
3dmm	/home/op98/protein_design/dataset/PP/PP2/3dmm.ent.pdb	30575.49
3doe	/home/op98/protein_design/dataset/PP/PP2/3doe.ent.pdb	16230.14
3dvg	/home/op98/protein_design/dataset/PP/PP2/3dvg.ent.pdb	27284.19
3dvm	/home/op98/protein_design/dataset/PP/PP2/3dvm.ent.pdb	8801.23
3dvn	/home/op98/protein_design/dataset/PP/PP2/3dvn.ent.pdb	52039.08
3dvu	/home/op98/protein_design/dataset/PP/PP2/3dvu.ent.pdb	16027.67
3dxa	/home/op98/protein_design/dataset/PP/PP2/3dxa.ent.pdb	115016.00
3dxc	/home/op98/protein_design/dataset/PP/PP2/3dxc.ent.pdb	14778.39
3dxd	/home/op98/protein_design/dataset/PP/PP2/3dxd.ent.pdb	14893.65
3dxe	/home/op98/protein_design/dataset/PP/PP2/3dxe.ent.pdb	15035.30
3e1z	/home/op98/protein_design/dataset/PP/PP2/3e1z.ent.pdb	14167.75
3e2h	/home/op98/protein_design/dataset/PP/PP2/3e2h.ent.pdb	17971.15
3e2k	/home/op98/protein_design/dataset/PP/PP2/3e2k.ent.pdb	32439.36
3e2l	/home/op98/protein_design/dataset/PP/PP2/3e2l.ent.pdb	32602.63
3e2u	/home/op98/protein_design/dataset/PP/PP2/3e2u.ent.pdb	18924.00
3e3q	/home/op98/protein_design/dataset/PP/PP2/3e3q.ent.pdb	130648.57
3eab	/home/op98/protein_design/dataset/PP/PP2/3eab.ent.pdb	42525.93
3eba	/home/op98/protein_design/dataset/PP/PP2/3eba.ent.pdb	11582.87
3ech	/home/op98/protein_design/dataset/PP/PP2/3ech.ent.pdb	15260.61
3eg5	/home/op98/protein_design/dataset/PP/PP2/3eg5.ent.pdb	51414.10
3egg	/home/op98/protein_design/dataset/PP/PP2/3egg.ent.pdb	33895.51
3ehu	/home/op98/protein_design/dataset/PP/PP2/3ehu.ent.pdb	40445.76
3eiq	/home/op98/protein_design/dataset/PP/PP2/3eiq.ent.pdb	49362.40
3ejh	/home/op98/protein_design/dataset/PP/PP2/3ejh.ent.pdb	14244.27
3ejj	/home/op98/protein_design/dataset/PP/PP2/3ejj.ent.pdb	29673.92
3eo1	/home/op98/protein_design/dataset/PP/PP2/3eo1.ent.pdb	98426.20
3eoa	/home/op98/protein_design/dataset/PP/PP2/3eoa.ent.pdb	53826.49
3eob	/home/op98/protein_design/dataset/PP/PP2/3eob.ent.pdb	54149.46
3eoy	/home/op98/protein_design/dataset/PP/PP2/3eoy.ent.pdb	61461.60
3etb	/home/op98/protein_design/dataset/PP/PP2/3etb.ent.pdb	64065.04
3ew3	/home/op98/protein_design/dataset/PP/PP2/3ew3.ent.pdb	30605.76
3f1p	/home/op98/protein_design/dataset/PP/PP2/3f1p.ent.pdb	11496.51
3f4y	/home/op98/protein_design/dataset/PP/PP2/3f4y.ent.pdb	11855.19
3f50	/home/op98/protein_design/dataset/PP/PP2/3f50.ent.pdb	5296.10
3f5c	/home/op98/protein_design/dataset/PP/PP2/3f5c.ent.pdb	32718.84
3f7p	/home/op98/protein_design/dataset/PP/PP2/3f7p.ent.pdb	49489.70
3ff7	/home/op98/protein_design/dataset/PP/PP2/3ff7.ent.pdb	20359.66
3ff8	/home/op98/protein_design/dataset/PP/PP2/3ff8.ent.pdb	20547.42
3ffc	/home/op98/protein_design/dataset/PP/PP2/3ffc.ent.pdb	73878.82
3fhc	/home/op98/protein_design/dataset/PP/PP2/3fhc.ent.pdb	27302.71
3fie	/home/op98/protein_design/dataset/PP/PP2/3fie.ent.pdb	36515.74
3fii	/home/op98/protein_design/dataset/PP/PP2/3fii.ent.pdb	18742.96
3fju	/home/op98/protein_design/dataset/PP/PP2/3fju.ent.pdb	15306.03
3fku	/home/op98/protein_design/dataset/PP/PP2/3fku.ent.pdb	186830.56
3fp6	/home/op98/protein_design/dataset/PP/PP2/3fp6.ent.pdb	12010.55
3fpu	/home/op98/protein_design/dataset/PP/PP2/3fpu.ent.pdb	9769.36
3fsh	/home/op98/protein_design/dataset/PP/PP2/3fsh.ent.pdb	19200.25
3fxd	/home/op98/protein_design/dataset/PP/PP2/3fxd.ent.pdb	10301.94
3g3a	/home/op98/protein_design/dataset/PP/PP2/3g3a.ent.pdb	46783.97
3g3b	/home/op98/protein_design/dataset/PP/PP2/3g3b.ent.pdb	46333.37
3g6d	/home/op98/protein_design/dataset/PP/PP2/3g6d.ent.pdb	24834.23
3g6j	/home/op98/protein_design/dataset/PP/PP2/3g6j.ent.pdb	175928.03
3g7a	/home/op98/protein_design/dataset/PP/PP2/3g7a.ent.pdb	5654.65
3g7z	/home/op98/protein_design/dataset/PP/PP2/3g7z.ent.pdb	11518.36
3g9v	/home/op98/protein_design/dataset/PP/PP2/3g9v.ent.pdb	29200.13
3g9w	/home/op98/protein_design/dataset/PP/PP2/3g9w.ent.pdb	29169.23
3gb8	/home/op98/protein_design/dataset/PP/PP2/3gb8.ent.pdb	56446.13
3gc3	/home/op98/protein_design/dataset/PP/PP2/3gc3.ent.pdb	32189.91
3gd1	/home/op98/protein_design/dataset/PP/PP2/3gd1.ent.pdb	47950.00
3gj3	/home/op98/protein_design/dataset/PP/PP2/3gj3.ent.pdb	11387.94
3gj4	/home/op98/protein_design/dataset/PP/PP2/3gj4.ent.pdb	21396.08
3gj5	/home/op98/protein_design/dataset/PP/PP2/3gj5.ent.pdb	21737.17
3gj6	/home/op98/protein_design/dataset/PP/PP2/3gj6.ent.pdb	11401.80
3gj7	/home/op98/protein_design/dataset/PP/PP2/3gj7.ent.pdb	21677.10
3gj8	/home/op98/protein_design/dataset/PP/PP2/3gj8.ent.pdb	22448.02
3gjf	/home/op98/protein_design/dataset/PP/PP2/3gjf.ent.pdb	73415.96
3gjn	/home/op98/protein_design/dataset/PP/PP2/3gjn.ent.pdb	20222.02
3gmw	/home/op98/protein_design/dataset/PP/PP2/3gmw.ent.pdb	32261.48
3gni	/home/op98/protein_design/dataset/PP/PP2/3gni.ent.pdb	31698.51
3gqi	/home/op98/protein_design/dataset/PP/PP2/3gqi.ent.pdb	27331.29
3gs2	/home/op98/protein_design/dataset/PP/PP2/3gs2.ent.pdb	15534.19
3gsn	/home/op98/protein_design/dataset/PP/PP2/3gsn.ent.pdb	39181.37
3gty	/home/op98/protein_design/dataset/PP/PP2/3gty.ent.pdb	34618.84
3gxu	/home/op98/protein_design/dataset/PP/PP2/3gxu.ent.pdb	15875.50
3h2u	/home/op98/protein_design/dataset/PP/PP2/3h2u.ent.pdb	43653.02
3h2v	/home/op98/protein_design/dataset/PP/PP2/3h2v.ent.pdb	47970.82
3h3g	/home/op98/protein_design/dataset/PP/PP2/3h3g.ent.pdb	23845.67
3h3p	/home/op98/protein_design/dataset/PP/PP2/3h3p.ent.pdb	22153.73
3h42	/home/op98/protein_design/dataset/PP/PP2/3h42.ent.pdb	42668.67
3h6g	/home/op98/protein_design/dataset/PP/PP2/3h6g.ent.pdb	32654.99
3h6s	/home/op98/protein_design/dataset/PP/PP2/3h6s.ent.pdb	62350.13
3h7b	/home/op98/protein_design/dataset/PP/PP2/3h7b.ent.pdb	37871.89
3h8d	/home/op98/protein_design/dataset/PP/PP2/3h8d.ent.pdb	32182.95
3h8k	/home/op98/protein_design/dataset/PP/PP2/3h8k.ent.pdb	10485.86
3h9h	/home/op98/protein_design/dataset/PP/PP2/3h9h.ent.pdb	37913.36
3hae	/home/op98/protein_design/dataset/PP/PP2/3hae.ent.pdb	147699.55
3hct	/home/op98/protein_design/dataset/PP/PP2/3hct.ent.pdb	14780.40
3hcu	/home/op98/protein_design/dataset/PP/PP2/3hcu.ent.pdb	27305.65
3he6	/home/op98/protein_design/dataset/PP/PP2/3he6.ent.pdb	41531.36
3he7	/home/op98/protein_design/dataset/PP/PP2/3he7.ent.pdb	41143.22
3hg0	/home/op98/protein_design/dataset/PP/PP2/3hg0.ent.pdb	21126.09
3hh2	/home/op98/protein_design/dataset/PP/PP2/3hh2.ent.pdb	40265.58
3hi1	/home/op98/protein_design/dataset/PP/PP2/3hi1.ent.pdb	66291.39
3hi6	/home/op98/protein_design/dataset/PP/PP2/3hi6.ent.pdb	52542.10
3ho5	/home/op98/protein_design/dataset/PP/PP2/3ho5.ent.pdb	49939.55
3hpw	/home/op98/protein_design/dataset/PP/PP2/3hpw.ent.pdb	10988.28
3htu	/home/op98/protein_design/dataset/PP/PP2/3htu.ent.pdb	25407.25
3hug	/home/op98/protein_design/dataset/PP/PP2/3hug.ent.pdb	59615.26
3huj	/home/op98/protein_design/dataset/PP/PP2/3huj.ent.pdb	78290.32
3ia3	/home/op98/protein_design/dataset/PP/PP2/3ia3.ent.pdb	23487.49
3idb	/home/op98/protein_design/dataset/PP/PP2/3idb.ent.pdb	22245.75
3idc	/home/op98/protein_design/dataset/PP/PP2/3idc.ent.pdb	23349.10
3idx	/home/op98/protein_design/dataset/PP/PP2/3idx.ent.pdb	36448.51
3idy	/home/op98/protein_design/dataset/PP/PP2/3idy.ent.pdb	71538.04
3ifq	/home/op98/protein_design/dataset/PP/PP2/3ifq.ent.pdb	53811.59
3im4	/home/op98/protein_design/dataset/PP/PP2/3im4.ent.pdb	7645.35
3inb	/home/op98/protein_design/dataset/PP/PP2/3inb.ent.pdb	50871.30
3iol	/home/op98/protein_design/dataset/PP/PP2/3iol.ent.pdb	8106.28
3it8	/home/op98/protein_design/dataset/PP/PP2/3it8.ent.pdb	119863.08
3iu3	/home/op98/protein_design/dataset/PP/PP2/3iu3.ent.pdb	77631.99
3ixa	/home/op98/protein_design/dataset/PP/PP2/3ixa.ent.pdb	37477.73
3ixe	/home/op98/protein_design/dataset/PP/PP2/3ixe.ent.pdb	13461.55
3ixs	/home/op98/protein_design/dataset/PP/PP2/3ixs.ent.pdb	41739.83
3ixt	/home/op98/protein_design/dataset/PP/PP2/3ixt.ent.pdb	39326.30
3jrm	/home/op98/protein_design/dataset/PP/PP2/3jrm.ent.pdb	168343.79
3jse	/home/op98/protein_design/dataset/PP/PP2/3jse.ent.pdb	170650.93
3jsv	/home/op98/protein_design/dataset/PP/PP2/3jsv.ent.pdb	21389.47
3jtl	/home/op98/protein_design/dataset/PP/PP2/3jtl.ent.pdb	170103.84
3jvf	/home/op98/protein_design/dataset/PP/PP2/3jvf.ent.pdb	23343.13
3jza	/home/op98/protein_design/dataset/PP/PP2/3jza.ent.pdb	16633.86
3k1r	/home/op98/protein_design/dataset/PP/PP2/3k1r.ent.pdb	15229.31
3k2m	/home/op98/protein_design/dataset/PP/PP2/3k2m.ent.pdb	19114.67
3k2u	/home/op98/protein_design/dataset/PP/PP2/3k2u.ent.pdb	28506.09
3k3q	/home/op98/protein_design/dataset/PP/PP2/3k3q.ent.pdb	25166.71
3k6g	/home/op98/protein_design/dataset/PP/PP2/3k6g.ent.pdb	21119.52
3k75	/home/op98/protein_design/dataset/PP/PP2/3k75.ent.pdb	38150.11
3k8p	/home/op98/protein_design/dataset/PP/PP2/3k8p.ent.pdb	46638.82
3k9m	/home/op98/protein_design/dataset/PP/PP2/3k9m.ent.pdb	29216.34
3kbt	/home/op98/protein_design/dataset/PP/PP2/3kbt.ent.pdb	51981.30
3kj0	/home/op98/protein_design/dataset/PP/PP2/3kj0.ent.pdb	9600.40
3kj1	/home/op98/protein_design/dataset/PP/PP2/3kj1.ent.pdb	9027.72
3kj2	/home/op98/protein_design/dataset/PP/PP2/3kj2.ent.pdb	8944.30
3kls	/home/op98/protein_design/dataset/PP/PP2/3kls.ent.pdb	160556.93
3knb	/home/op98/protein_design/dataset/PP/PP2/3knb.ent.pdb	9584.95
